 

stn;time;tre200s0;qtre200s0
LUZ;202301190220;-4.1;4
LUZ;202301190230;-4.2;4
LUZ;202301190240;-4.8;4
LUZ;202301190250;-4.4;4
LUZ;202301190300;-4.6;4
LUZ;202301190310;-5.0;4
LUZ;202301190320;-5.2;4
LUZ;202301190330;-4.2;4
LUZ;202301190340;-5.1;4
LUZ;202301190350;-5.2;4
LUZ;202301190400;-5.5;4
LUZ;202301190410;-5.2;4
LUZ;202301190420;-5.5;4
LUZ;202301190430;-6.4;4
LUZ;202301190440;-6.2;4
LUZ;202301190450;-6.6;4
LUZ;202301190500;-5.8;4
LUZ;202301190510;-5.6;4
LUZ;202301190520;-5.8;4
LUZ;202301190530;-6.0;4
LUZ;202301190540;-5.7;4
LUZ;202301190550;-6.1;4
LUZ;202301190600;-5.9;4
LUZ;202301190610;-6.1;4
LUZ;202301190620;-5.7;4
LUZ;202301190630;-6.0;4
LUZ;202301190640;-6.2;4
LUZ;202301190650;-5.7;4
LUZ;202301190700;-5.1;4
LUZ;202301190710;-5.9;4
LUZ;202301190720;-6.0;4
LUZ;202301190730;-5.9;4
LUZ;202301190740;-5.8;4
LUZ;202301190750;-6.1;4
LUZ;202301190800;-5.1;4
LUZ;202301190810;-5.3;4
LUZ;202301190820;-5.4;4
LUZ;202301190830;-5.5;4
LUZ;202301190840;-5.7;4
LUZ;202301190850;-4.6;4
LUZ;202301190900;-5.3;4
LUZ;202301190910;-4.8;4
LUZ;202301190920;-4.7;4
LUZ;202301190930;-3.6;4
LUZ;202301190940;-3.6;4
LUZ;202301190950;-2.8;4
LUZ;202301191000;-3.0;4
LUZ;202301191010;-2.7;4
LUZ;202301191020;-1.6;4
LUZ;202301191030;-2.0;4
LUZ;202301191040;-1.3;4
LUZ;202301191050;-1.8;4
LUZ;202301191100;-1.4;4
LUZ;202301191110;-1.5;4
LUZ;202301191120;-0.8;4
LUZ;202301191130;-1.1;4
LUZ;202301191140;-1.1;4
LUZ;202301191150;-0.4;4
LUZ;202301191200;-0.9;4
LUZ;202301191210;-0.1;4
LUZ;202301191220;-0.3;4
LUZ;202301191230;-0.5;4
LUZ;202301191240;0.1;4
LUZ;202301191250;0.2;4
LUZ;202301191300;-0.1;4
LUZ;202301191310;0.0;4
LUZ;202301191320;-0.2;4
LUZ;202301191330;0.0;4
LUZ;202301191340;-0.1;4
LUZ;202301191350;-0.3;4
LUZ;202301191400;-0.4;4
LUZ;202301191410;-0.7;4
LUZ;202301191420;-0.7;4
LUZ;202301191430;-0.6;4
LUZ;202301191440;-0.6;4
LUZ;202301191450;-0.5;4
LUZ;202301191500;-1.0;4
LUZ;202301191510;-0.7;4
LUZ;202301191520;-1.3;4
LUZ;202301191530;-1.5;4
LUZ;202301191540;-1.7;4
LUZ;202301191550;-2.1;4
LUZ;202301191600;-2.8;4
LUZ;202301191610;-3.0;4
LUZ;202301191620;-3.5;4
LUZ;202301191630;-3.6;4
LUZ;202301191640;-3.2;4
LUZ;202301191650;-3.3;4
LUZ;202301191700;-3.8;4
LUZ;202301191710;-3.9;4
LUZ;202301191720;-3.5;4
LUZ;202301191730;-4.1;4
LUZ;202301191740;-4.4;4
LUZ;202301191750;-4.2;4
LUZ;202301191800;-4.2;4
LUZ;202301191810;-4.2;4
LUZ;202301191820;-5.2;4
LUZ;202301191830;-5.2;4
LUZ;202301191840;-4.6;4
LUZ;202301191850;-4.9;4
LUZ;202301191900;-5.4;4
LUZ;202301191910;-5.5;4
LUZ;202301191920;-5.1;4
LUZ;202301191930;-4.7;4
LUZ;202301191940;-6.1;4
LUZ;202301191950;-5.6;4
LUZ;202301192000;-6.4;4
LUZ;202301192010;-5.8;4
LUZ;202301192020;-5.9;4
LUZ;202301192030;-5.8;4
LUZ;202301192040;-5.6;4
LUZ;202301192050;-6.5;4
LUZ;202301192100;-6.3;4
LUZ;202301192110;-6.2;4
LUZ;202301192120;-5.7;4
LUZ;202301192130;-6.5;4
LUZ;202301192140;-7.0;4
LUZ;202301192150;-6.2;4
LUZ;202301192200;-6.8;4
LUZ;202301192210;-6.8;4
LUZ;202301192220;-6.3;4
LUZ;202301192230;-6.3;4
LUZ;202301192240;-6.5;4
LUZ;202301192250;-7.2;4
LUZ;202301192300;-6.5;4
LUZ;202301192310;-6.7;4
LUZ;202301192320;-6.7;4
LUZ;202301192330;-7.2;4
LUZ;202301192340;-7.7;4
LUZ;202301192350;-7.3;4
LUZ;202301200000;-7.4;4
LUZ;202301200010;-7.3;4
LUZ;202301200020;-6.9;4
LUZ;202301200030;-7.0;4
LUZ;202301200040;-7.3;4
LUZ;202301200050;-7.9;4
LUZ;202301200100;-7.2;4
LUZ;202301200110;-7.3;4
LUZ;202301200120;-7.3;4
LUZ;202301200130;-7.2;4
LUZ;202301200140;-7.2;4
LUZ;202301200150;-7.7;4
LUZ;202301200200;-8.0;4
LUZ;202301200210;-7.7;4
LUZ;202301200220;-7.4;4
LUZ;202301200230;-7.6;4
LUZ;202301200240;-7.9;4
LUZ;202301200250;-8.0;4
LUZ;202301200300;-7.7;4
LUZ;202301200310;-7.8;4
LUZ;202301200320;-8.1;4
LUZ;202301200330;-8.3;4
LUZ;202301200340;-8.4;4
LUZ;202301200350;-8.2;4
LUZ;202301200400;-7.9;4
LUZ;202301200410;-7.9;4
LUZ;202301200420;-8.4;4
LUZ;202301200430;-8.4;4
LUZ;202301200440;-7.8;4
LUZ;202301200450;-8.0;4
LUZ;202301200500;-8.2;4
LUZ;202301200510;-7.8;4
LUZ;202301200520;-7.9;4
LUZ;202301200530;-8.1;4
LUZ;202301200540;-8.7;4
LUZ;202301200550;-8.4;4
LUZ;202301200600;-8.3;4
LUZ;202301200610;-8.3;4
LUZ;202301200620;-8.2;4
LUZ;202301200630;-8.3;4
LUZ;202301200640;-7.8;4
LUZ;202301200650;-7.5;4
LUZ;202301200700;-7.9;4
LUZ;202301200710;-7.5;4
LUZ;202301200720;-7.1;4
LUZ;202301200730;-7.4;4
LUZ;202301200740;-6.8;4
LUZ;202301200750;-6.6;4
LUZ;202301200800;-6.3;4
LUZ;202301200810;-6.0;4
LUZ;202301200820;-6.0;4
LUZ;202301200830;-4.9;4
LUZ;202301200840;-5.0;4
LUZ;202301200850;-4.8;4
LUZ;202301200900;-4.8;4
LUZ;202301200910;-4.6;4
LUZ;202301200920;-4.2;4
LUZ;202301200930;-4.1;4
LUZ;202301200940;-4.1;4
LUZ;202301200950;-3.8;4
LUZ;202301201000;-3.6;4
LUZ;202301201010;-3.2;4
LUZ;202301201020;-3.2;4
LUZ;202301201030;-3.1;4
LUZ;202301201040;-3.1;4
LUZ;202301201050;-2.8;4
LUZ;202301201100;-2.9;4
LUZ;202301201110;-2.9;4
LUZ;202301201120;-2.7;4
LUZ;202301201130;-1.9;4
LUZ;202301201140;-1.8;4
LUZ;202301201150;-1.7;4
LUZ;202301201200;-1.8;4
LUZ;202301201210;-1.6;4
LUZ;202301201220;-1.7;4
LUZ;202301201230;-1.6;4
LUZ;202301201240;-1.6;4
LUZ;202301201250;-1.6;4
LUZ;202301201300;-2.0;4
LUZ;202301201310;-2.1;4
LUZ;202301201320;-1.0;4
LUZ;202301201330;-1.5;4
LUZ;202301201340;-0.8;4
LUZ;202301201350;-0.9;4
LUZ;202301201400;-0.8;4
LUZ;202301201410;-1.6;4
LUZ;202301201420;-1.9;4
LUZ;202301201430;-1.9;4
LUZ;202301201440;-1.9;4
LUZ;202301201450;-1.6;4
LUZ;202301201500;-1.3;4
LUZ;202301201510;-1.8;4
LUZ;202301201520;-2.5;4
LUZ;202301201530;-2.3;4
LUZ;202301201540;-2.5;4
LUZ;202301201550;-2.7;4
LUZ;202301201600;-3.1;4
LUZ;202301201610;-3.3;4
LUZ;202301201620;-4.0;4
LUZ;202301201630;-3.0;4
LUZ;202301201640;-3.9;4
LUZ;202301201650;-3.7;4
LUZ;202301201700;-3.9;4
LUZ;202301201710;-3.9;4
LUZ;202301201720;-4.8;4
LUZ;202301201730;-4.2;4
LUZ;202301201740;-4.1;4
LUZ;202301201750;-4.5;4
LUZ;202301201800;-4.5;4
LUZ;202301201810;-5.2;4
LUZ;202301201820;-5.2;4
LUZ;202301201830;-4.9;4
LUZ;202301201840;-5.3;4
LUZ;202301201850;-5.2;4
LUZ;202301201900;-5.0;4
LUZ;202301201910;-5.2;4
LUZ;202301201920;-5.4;4
LUZ;202301201930;-4.9;4
LUZ;202301201940;-5.6;4
LUZ;202301201950;-6.1;4
LUZ;202301202000;-5.4;4
LUZ;202301202010;-5.3;4
LUZ;202301202020;-5.8;4
LUZ;202301202030;-6.4;4
LUZ;202301202040;-6.4;4
LUZ;202301202050;-6.3;4
LUZ;202301202100;-6.5;4
LUZ;202301202110;-6.3;4
LUZ;202301202120;-6.7;4
LUZ;202301202130;-6.8;4
LUZ;202301202140;-6.4;4
LUZ;202301202150;-6.7;4
LUZ;202301202200;-6.8;4
LUZ;202301202210;-6.8;4
LUZ;202301202220;-6.6;4
LUZ;202301202230;-7.4;4
LUZ;202301202240;-6.5;4
LUZ;202301202250;-6.9;4
LUZ;202301202300;-6.6;4
LUZ;202301202310;-7.3;4
LUZ;202301202320;-7.7;4
LUZ;202301202330;-7.1;4
LUZ;202301202340;-7.5;4
LUZ;202301202350;-7.3;4
LUZ;202301210000;-7.8;4
LUZ;202301210010;-7.2;4
LUZ;202301210020;-7.5;4
LUZ;202301210030;-7.2;4
LUZ;202301210040;-7.3;4
LUZ;202301210050;-8.4;4
LUZ;202301210100;-7.3;4
LUZ;202301210110;-7.7;4
LUZ;202301210120;-7.9;4
LUZ;202301210130;-7.7;4
LUZ;202301210140;-7.8;4
LUZ;202301210150;-7.9;4
LUZ;202301210200;-7.6;4
LUZ;202301210210;-7.2;4
LUZ;202301210220;-7.7;4
LUZ;202301210230;-7.7;4
LUZ;202301210240;-7.7;4
LUZ;202301210250;-6.7;4
LUZ;202301210300;-7.8;4
LUZ;202301210310;-7.7;4
LUZ;202301210320;-7.7;4
LUZ;202301210330;-7.1;4
LUZ;202301210340;-8.1;4
LUZ;202301210350;-7.8;4
LUZ;202301210400;-7.6;4
LUZ;202301210410;-7.4;4
LUZ;202301210420;-7.7;4
LUZ;202301210430;-7.6;4
LUZ;202301210440;-7.6;4
LUZ;202301210450;-7.4;4
LUZ;202301210500;-7.4;4
LUZ;202301210510;-6.5;4
LUZ;202301210520;-6.5;4
LUZ;202301210530;-6.2;4
LUZ;202301210540;-6.5;4
LUZ;202301210550;-6.3;4
LUZ;202301210600;-6.2;4
LUZ;202301210610;-6.1;4
LUZ;202301210620;-6.0;4
LUZ;202301210630;-5.9;4
LUZ;202301210640;-6.0;4
LUZ;202301210650;-5.8;4
LUZ;202301210700;-5.9;4
LUZ;202301210710;-5.7;4
LUZ;202301210720;-5.7;4
LUZ;202301210730;-5.7;4
LUZ;202301210740;-5.5;4
LUZ;202301210750;-5.7;4
LUZ;202301210800;-5.6;4
LUZ;202301210810;-5.4;4
LUZ;202301210820;-5.4;4
LUZ;202301210830;-5.3;4
LUZ;202301210840;-5.2;4
LUZ;202301210850;-5.1;4
LUZ;202301210900;-4.8;4
LUZ;202301210910;-4.5;4
LUZ;202301210920;-4.4;4
LUZ;202301210930;-4.3;4
LUZ;202301210940;-4.0;4
LUZ;202301210950;-4.1;4
LUZ;202301211000;-4.2;4
LUZ;202301211010;-3.6;4
LUZ;202301211020;-3.9;4
LUZ;202301211030;-3.9;4
LUZ;202301211040;-3.3;4
LUZ;202301211050;-3.2;4
LUZ;202301211100;-3.3;4
LUZ;202301211110;-3.0;4
LUZ;202301211120;-2.9;4
LUZ;202301211130;-2.7;4
LUZ;202301211140;-2.8;4
LUZ;202301211150;-2.7;4
LUZ;202301211200;-2.4;4
LUZ;202301211210;-2.5;4
LUZ;202301211220;-2.5;4
LUZ;202301211230;-2.4;4
LUZ;202301211240;-2.2;4
LUZ;202301211250;-2.1;4
LUZ;202301211300;-1.5;4
LUZ;202301211310;-1.5;4
LUZ;202301211320;-1.2;4
LUZ;202301211330;-1.2;4
LUZ;202301211340;-1.1;4
LUZ;202301211350;-1.1;4
LUZ;202301211400;-1.1;4
LUZ;202301211410;-1.2;4
LUZ;202301211420;-1.3;4
LUZ;202301211430;-1.3;4
LUZ;202301211440;-1.4;4
LUZ;202301211450;-1.5;4
LUZ;202301211500;-1.6;4
LUZ;202301211510;-1.8;4
LUZ;202301211520;-1.8;4
LUZ;202301211530;-1.9;4
LUZ;202301211540;-1.8;4
LUZ;202301211550;-2.0;4
LUZ;202301211600;-1.9;4
LUZ;202301211610;-2.0;4
LUZ;202301211620;-1.9;4
LUZ;202301211630;-2.0;4
LUZ;202301211640;-2.0;4
LUZ;202301211650;-2.1;4
LUZ;202301211700;-2.0;4
LUZ;202301211710;-2.1;4
LUZ;202301211720;-2.1;4
LUZ;202301211730;-2.1;4
LUZ;202301211740;-2.2;4
LUZ;202301211750;-2.2;4
LUZ;202301211800;-2.3;4
LUZ;202301211810;-2.2;4
LUZ;202301211820;-2.1;4
LUZ;202301211830;-2.1;4
LUZ;202301211840;-2.1;4
LUZ;202301211850;-2.0;4
LUZ;202301211900;-2.1;4
LUZ;202301211910;-1.9;4
LUZ;202301211920;-2.0;4
LUZ;202301211930;-2.0;4
LUZ;202301211940;-2.1;4
LUZ;202301211950;-2.1;4
LUZ;202301212000;-2.1;4
LUZ;202301212010;-2.1;4
LUZ;202301212020;-2.2;4
LUZ;202301212030;-2.2;4
LUZ;202301212040;-2.0;4
LUZ;202301212050;-2.1;4
LUZ;202301212100;-2.2;4
LUZ;202301212110;-2.1;4
LUZ;202301212120;-2.1;4
LUZ;202301212130;-2.2;4
LUZ;202301212140;-2.1;4
LUZ;202301212150;-2.2;4
LUZ;202301212200;-1.9;4
LUZ;202301212210;-2.2;4
LUZ;202301212220;-2.2;4
LUZ;202301212230;-1.9;4
LUZ;202301212240;-1.9;4
LUZ;202301212250;-1.9;4
LUZ;202301212300;-1.9;4
LUZ;202301212310;-1.9;4
LUZ;202301212320;-1.8;4
LUZ;202301212330;-1.8;4
LUZ;202301212340;-1.8;4
LUZ;202301212350;-1.9;4
LUZ;202301220000;-1.9;4
LUZ;202301220010;-1.9;4
LUZ;202301220020;-2.0;4
LUZ;202301220030;-2.0;4
LUZ;202301220040;-1.9;4
LUZ;202301220050;-1.9;4
LUZ;202301220100;-2.0;4
LUZ;202301220110;-1.8;4
LUZ;202301220120;-2.1;4
LUZ;202301220130;-1.9;4
LUZ;202301220140;-2.0;4
LUZ;202301220150;-2.0;4
LUZ;202301220200;-2.0;4
LUZ;202301220210;-2.1;4
LUZ;202301220220;-1.9;4
LUZ;202301220230;-2.0;4
LUZ;202301220240;-1.9;4
LUZ;202301220250;-2.1;4
LUZ;202301220300;-2.1;4
LUZ;202301220310;-2.1;4
LUZ;202301220320;-2.2;4
LUZ;202301220330;-2.2;4
LUZ;202301220340;-2.1;4
LUZ;202301220350;-2.1;4
LUZ;202301220400;-2.1;4
LUZ;202301220410;-2.1;4
LUZ;202301220420;-2.2;4
LUZ;202301220430;-2.1;4
LUZ;202301220440;-2.0;4
LUZ;202301220450;-2.1;4
LUZ;202301220500;-2.0;4
LUZ;202301220510;-2.0;4
LUZ;202301220520;-2.0;4
LUZ;202301220530;-2.1;4
LUZ;202301220540;-2.1;4
LUZ;202301220550;-2.0;4
LUZ;202301220600;-2.1;4
LUZ;202301220610;-2.0;4
LUZ;202301220620;-2.0;4
LUZ;202301220630;-2.0;4
LUZ;202301220640;-2.0;4
LUZ;202301220650;-1.9;4
LUZ;202301220700;-2.0;4
LUZ;202301220710;-2.0;4
LUZ;202301220720;-2.1;4
LUZ;202301220730;-2.0;4
LUZ;202301220740;-1.9;4
LUZ;202301220750;-2.1;4
LUZ;202301220800;-1.9;4
LUZ;202301220810;-1.9;4
LUZ;202301220820;-2.0;4
LUZ;202301220830;-2.0;4
LUZ;202301220840;-2.0;4
LUZ;202301220850;-1.8;4
LUZ;202301220900;-1.6;4
LUZ;202301220910;-1.6;4
LUZ;202301220920;-1.7;4
LUZ;202301220930;-1.5;4
LUZ;202301220940;-1.5;4
LUZ;202301220950;-1.4;4
LUZ;202301221000;-1.4;4
LUZ;202301221010;-1.2;4
LUZ;202301221020;-1.3;4
LUZ;202301221030;-0.9;4
LUZ;202301221040;-0.8;4
LUZ;202301221050;-0.8;4
LUZ;202301221100;-0.7;4
LUZ;202301221110;-0.7;4
LUZ;202301221120;-0.6;4
LUZ;202301221130;-0.6;4
LUZ;202301221140;-0.5;4
LUZ;202301221150;-0.5;4
LUZ;202301221200;-0.3;4
LUZ;202301221210;-0.2;4
LUZ;202301221220;-0.1;4
LUZ;202301221230;-0.1;4
LUZ;202301221240;0.0;4
LUZ;202301221250;0.0;4
LUZ;202301221300;0.1;4
LUZ;202301221310;-0.1;4
LUZ;202301221320;-0.1;4
LUZ;202301221330;0.0;4
LUZ;202301221340;-0.1;4
LUZ;202301221350;0.2;4
LUZ;202301221400;0.0;4
LUZ;202301221410;0.1;4
LUZ;202301221420;0.0;4
LUZ;202301221430;0.0;4
LUZ;202301221440;-0.1;4
LUZ;202301221450;-0.1;4
LUZ;202301221500;-0.1;4
LUZ;202301221510;-0.2;4
LUZ;202301221520;-0.3;4
LUZ;202301221530;-0.4;4
LUZ;202301221540;-0.3;4
LUZ;202301221550;-0.5;4
LUZ;202301221600;-0.4;4
LUZ;202301221610;-0.6;4
LUZ;202301221620;-0.5;4
LUZ;202301221630;-0.7;4
LUZ;202301221640;-0.6;4
LUZ;202301221650;-0.6;4
LUZ;202301221700;-0.6;4
LUZ;202301221710;-0.6;4
LUZ;202301221720;-0.7;4
LUZ;202301221730;-0.8;4
LUZ;202301221740;-0.7;4
LUZ;202301221750;-0.7;4
LUZ;202301221800;-0.8;4
LUZ;202301221810;-0.8;4
LUZ;202301221820;-0.8;4
LUZ;202301221830;-0.7;4
LUZ;202301221840;-0.8;4
LUZ;202301221850;-0.9;4
LUZ;202301221900;-0.8;4
LUZ;202301221910;-0.9;4
LUZ;202301221920;-0.9;4
LUZ;202301221930;-0.9;4
LUZ;202301221940;-0.7;4
LUZ;202301221950;-0.8;4
LUZ;202301222000;-0.9;4
LUZ;202301222010;-0.9;4
LUZ;202301222020;-0.9;4
LUZ;202301222030;-0.8;4
LUZ;202301222040;-0.8;4
LUZ;202301222050;-1.0;4
LUZ;202301222100;-1.0;4
LUZ;202301222110;-0.8;4
LUZ;202301222120;-0.9;4
LUZ;202301222130;-0.9;4
LUZ;202301222140;-0.8;4
LUZ;202301222150;-0.8;4
LUZ;202301222200;-0.9;4
LUZ;202301222210;-0.9;4
LUZ;202301222220;-1.0;4
LUZ;202301222230;-1.0;4
LUZ;202301222240;-1.0;4
LUZ;202301222250;-0.9;4
LUZ;202301222300;-1.0;4
LUZ;202301222310;-1.1;4
LUZ;202301222320;-0.9;4
LUZ;202301222330;-1.1;4
LUZ;202301222340;-1.0;4
LUZ;202301222350;-1.1;4
LUZ;202301230000;-1.1;4
LUZ;202301230010;-1.2;4
LUZ;202301230020;-1.2;4
LUZ;202301230030;-1.4;4
LUZ;202301230040;-1.3;4
LUZ;202301230050;-1.3;4
LUZ;202301230100;-1.0;4
LUZ;202301230110;-1.1;4
LUZ;202301230120;-1.2;4
LUZ;202301230130;-0.9;4
LUZ;202301230140;-1.1;4
LUZ;202301230150;-1.0;4
LUZ;202301230200;-1.5;4
LUZ;202301230210;-0.9;4
LUZ;202301230220;-1.2;4
LUZ;202301230230;-1.1;4
LUZ;202301230240;-1.2;4
LUZ;202301230250;-1.3;4
LUZ;202301230300;-1.4;4
LUZ;202301230310;-1.4;4
LUZ;202301230320;-1.4;4
LUZ;202301230330;-1.4;4
LUZ;202301230340;-1.2;4
LUZ;202301230350;-1.3;4
LUZ;202301230400;-1.2;4
LUZ;202301230410;-1.5;4
LUZ;202301230420;-1.7;4
LUZ;202301230430;-1.8;4
LUZ;202301230440;-1.8;4
LUZ;202301230450;-1.6;4
LUZ;202301230500;-1.5;4
LUZ;202301230510;-1.7;4
LUZ;202301230520;-1.5;4
LUZ;202301230530;-1.5;4
LUZ;202301230540;-1.4;4
LUZ;202301230550;-1.5;4
LUZ;202301230600;-1.2;4
LUZ;202301230610;-1.4;4
LUZ;202301230620;-1.5;4
LUZ;202301230630;-1.7;4
LUZ;202301230640;-1.9;4
LUZ;202301230650;-2.1;4
LUZ;202301230700;-2.1;4
LUZ;202301230710;-2.1;4
LUZ;202301230720;-2.2;4
LUZ;202301230730;-2.2;4
LUZ;202301230740;-2.3;4
LUZ;202301230750;-2.2;4
LUZ;202301230800;-2.3;4
LUZ;202301230810;-2.2;4
LUZ;202301230820;-2.1;4
LUZ;202301230830;-2.2;4
LUZ;202301230840;-2.0;4
LUZ;202301230850;-2.0;4
LUZ;202301230900;-1.8;4
LUZ;202301230910;-1.7;4
LUZ;202301230920;-1.6;4
LUZ;202301230930;-1.4;4
LUZ;202301230940;-1.4;4
LUZ;202301230950;-1.3;4
LUZ;202301231000;-1.2;4
LUZ;202301231010;-1.2;4
LUZ;202301231020;-1.3;4
LUZ;202301231030;-1.1;4
LUZ;202301231040;-1.0;4
LUZ;202301231050;-0.8;4
LUZ;202301231100;-0.7;4
LUZ;202301231110;-0.8;4
LUZ;202301231120;-0.9;4
LUZ;202301231130;-0.8;4
LUZ;202301231140;-0.7;4
LUZ;202301231150;-0.7;4
LUZ;202301231200;-0.6;4
LUZ;202301231210;-0.4;4
LUZ;202301231220;-0.3;4
LUZ;202301231230;-0.3;4
LUZ;202301231240;-0.2;4
LUZ;202301231250;-0.2;4
LUZ;202301231300;-0.1;4
LUZ;202301231310;-0.2;4
LUZ;202301231320;0.0;4
LUZ;202301231330;0.0;4
LUZ;202301231340;0.0;4
LUZ;202301231350;-0.3;4
LUZ;202301231400;-0.2;4
LUZ;202301231410;-0.1;4
LUZ;202301231420;0.1;4
LUZ;202301231430;0.0;4
LUZ;202301231440;-0.1;4
LUZ;202301231450;0.0;4
LUZ;202301231500;-0.1;4
LUZ;202301231510;-0.1;4
LUZ;202301231520;0.0;4
LUZ;202301231530;-0.3;4
LUZ;202301231540;-0.2;4
LUZ;202301231550;-0.2;4
LUZ;202301231600;-0.3;4
LUZ;202301231610;-0.5;4
LUZ;202301231620;-0.6;4
LUZ;202301231630;-0.7;4
LUZ;202301231640;-0.7;4
LUZ;202301231650;-0.7;4
LUZ;202301231700;-0.8;4
LUZ;202301231710;-0.7;4
LUZ;202301231720;-0.9;4
LUZ;202301231730;-0.8;4
LUZ;202301231740;-0.6;4
LUZ;202301231750;-1.1;4
LUZ;202301231800;-1.3;4
LUZ;202301231810;-1.4;4
LUZ;202301231820;-1.3;4
LUZ;202301231830;-0.4;4
LUZ;202301231840;-1.1;4
LUZ;202301231850;-0.9;4
LUZ;202301231900;-0.5;4
LUZ;202301231910;-0.3;4
LUZ;202301231920;-0.2;4
LUZ;202301231930;-0.2;4
LUZ;202301231940;-0.1;4
LUZ;202301231950;-0.1;4
LUZ;202301232000;-0.2;4
LUZ;202301232010;-0.3;4
LUZ;202301232020;-0.2;4
LUZ;202301232030;-0.1;4
LUZ;202301232040;-0.5;4
LUZ;202301232050;-0.6;4
LUZ;202301232100;-0.9;4
LUZ;202301232110;-0.8;4
LUZ;202301232120;-1.0;4
LUZ;202301232130;-0.6;4
LUZ;202301232140;-0.4;4
LUZ;202301232150;-0.4;4
LUZ;202301232200;-0.3;4
LUZ;202301232210;-0.4;4
LUZ;202301232220;-0.5;4
LUZ;202301232230;-0.6;4
LUZ;202301232240;-0.4;4
LUZ;202301232250;-0.4;4
LUZ;202301232300;-0.6;4
LUZ;202301232310;-0.8;4
LUZ;202301232320;-1.1;4
LUZ;202301232330;-0.9;4
LUZ;202301232340;-1.0;4
LUZ;202301232350;-0.7;4
LUZ;202301240000;-0.8;4
LUZ;202301240010;-0.9;4
LUZ;202301240020;-1.0;4
LUZ;202301240030;-1.6;4
LUZ;202301240040;-1.1;4
LUZ;202301240050;-1.1;4
LUZ;202301240100;-1.5;4
LUZ;202301240110;-1.9;4
LUZ;202301240120;-1.8;4
LUZ;202301240130;-2.2;4
LUZ;202301240140;-2.3;4
LUZ;202301240150;-1.8;4
LUZ;202301240200;-2.4;4
LUZ;202301240210;-2.4;4
LUZ;202301240220;-2.5;4
LUZ;202301240230;-1.8;4
LUZ;202301240240;-1.9;4
LUZ;202301240250;-1.9;4
LUZ;202301240300;-2.3;4
LUZ;202301240310;-2.0;4
LUZ;202301240320;-2.2;4
LUZ;202301240330;-2.0;4
LUZ;202301240340;-3.5;4
LUZ;202301240350;-4.2;4
LUZ;202301240400;-3.2;4
LUZ;202301240410;-3.6;4
LUZ;202301240420;-3.5;4
LUZ;202301240430;-3.2;4
LUZ;202301240440;-3.2;4
LUZ;202301240450;-3.4;4
LUZ;202301240500;-3.7;4
LUZ;202301240510;-3.7;4
LUZ;202301240520;-3.4;4
LUZ;202301240530;-3.6;4
LUZ;202301240540;-3.2;4
LUZ;202301240550;-2.7;4
LUZ;202301240600;-3.3;4
LUZ;202301240610;-3.0;4
LUZ;202301240620;-2.9;4
LUZ;202301240630;-3.0;4
LUZ;202301240640;-3.3;4
LUZ;202301240650;-3.6;4
LUZ;202301240700;-4.8;4
LUZ;202301240710;-4.1;4
LUZ;202301240720;-3.6;4
LUZ;202301240730;-3.7;4
LUZ;202301240740;-3.4;4
LUZ;202301240750;-3.3;4
LUZ;202301240800;-2.9;4
LUZ;202301240810;-2.8;4
LUZ;202301240820;-2.9;4
LUZ;202301240830;-2.5;4
LUZ;202301240840;-1.6;4
LUZ;202301240850;-2.1;4
LUZ;202301240900;-1.5;4
LUZ;202301240910;-1.4;4
LUZ;202301240920;-1.6;4
LUZ;202301240930;-0.9;4
LUZ;202301240940;-1.2;4
LUZ;202301240950;-0.9;4
LUZ;202301241000;-1.0;4
LUZ;202301241010;-1.0;4
LUZ;202301241020;-1.5;4
LUZ;202301241030;-1.4;4
LUZ;202301241040;-1.1;4
LUZ;202301241050;-0.6;4
LUZ;202301241100;-0.7;4
LUZ;202301241110;-0.1;4
LUZ;202301241120;0.1;4
LUZ;202301241130;0.0;4
LUZ;202301241140;0.3;4
LUZ;202301241150;0.6;4
LUZ;202301241200;0.8;4
LUZ;202301241210;0.5;4
LUZ;202301241220;1.0;4
LUZ;202301241230;0.7;4
LUZ;202301241240;0.3;4
LUZ;202301241250;0.3;4
LUZ;202301241300;0.6;4
LUZ;202301241310;0.7;4
LUZ;202301241320;0.9;4
LUZ;202301241330;0.9;4
LUZ;202301241340;1.3;4
LUZ;202301241350;1.3;4
LUZ;202301241400;1.7;4
LUZ;202301241410;1.6;4
LUZ;202301241420;1.5;4
LUZ;202301241430;1.6;4
LUZ;202301241440;1.5;4
LUZ;202301241450;1.2;4
LUZ;202301241500;1.6;4
LUZ;202301241510;1.6;4
LUZ;202301241520;1.6;4
LUZ;202301241530;1.6;4
LUZ;202301241540;1.6;4
LUZ;202301241550;1.3;4
LUZ;202301241600;1.4;4
LUZ;202301241610;0.9;4
LUZ;202301241620;1.1;4
LUZ;202301241630;0.9;4
LUZ;202301241640;0.9;4
LUZ;202301241650;0.9;4
LUZ;202301241700;1.0;4
LUZ;202301241710;1.0;4
LUZ;202301241720;0.6;4
LUZ;202301241730;0.8;4
LUZ;202301241740;0.7;4
LUZ;202301241750;1.0;4
LUZ;202301241800;0.8;4
LUZ;202301241810;0.9;4
LUZ;202301241820;0.8;4
LUZ;202301241830;0.8;4
LUZ;202301241840;0.6;4
LUZ;202301241850;0.6;4
LUZ;202301241900;0.8;4
LUZ;202301241910;0.8;4
LUZ;202301241920;0.7;4
LUZ;202301241930;0.6;4
LUZ;202301241940;0.9;4
LUZ;202301241950;0.7;4
