time;stn;htoauts0;qhtoauts0
202306071330;LUZ;-;-
202306071340;LUZ;-;-
202306071350;LUZ;-;-
202306071400;LUZ;-;-
202306071410;LUZ;-;-
202306071420;LUZ;-;-
202306071430;LUZ;-;-
202306071440;LUZ;-;-
202306071450;LUZ;-;-
202306071500;LUZ;-;-
202306071510;LUZ;-;-
202306071520;LUZ;-;-
202306071530;LUZ;-;-
202306071540;LUZ;-;-
202306071550;LUZ;-;-
202306071600;LUZ;-;-
202306071610;LUZ;-;-
202306071620;LUZ;-;-
202306071630;LUZ;-;-
202306071640;LUZ;-;-
202306071650;LUZ;-;-
202306071700;LUZ;-;-
202306071710;LUZ;-;-
202306071720;LUZ;-;-
202306071730;LUZ;-;-
202306071740;LUZ;-;-
202306071750;LUZ;-;-
202306071800;LUZ;-;-
202306071810;LUZ;-;-
202306071820;LUZ;-;-
202306071830;LUZ;-;-
202306071840;LUZ;-;-
202306071850;LUZ;-;-
202306071900;LUZ;-;-
202306071910;LUZ;-;-
202306071920;LUZ;-;-
202306071930;LUZ;-;-
202306071940;LUZ;-;-
202306071950;LUZ;-;-
202306072000;LUZ;-;-
202306072010;LUZ;-;-
202306072020;LUZ;-;-
202306072030;LUZ;-;-
202306072040;LUZ;-;-
202306072050;LUZ;-;-
202306072100;LUZ;-;-
202306072110;LUZ;-;-
202306072120;LUZ;-;-
202306072130;LUZ;-;-
202306072140;LUZ;-;-
202306072150;LUZ;-;-
202306072200;LUZ;-;-
202306072210;LUZ;-;-
202306072220;LUZ;-;-
202306072230;LUZ;-;-
202306072240;LUZ;-;-
202306072250;LUZ;-;-
202306072300;LUZ;-;-
202306072310;LUZ;-;-
202306072320;LUZ;-;-
202306072330;LUZ;-;-
202306072340;LUZ;-;-
202306072350;LUZ;-;-
202306080000;LUZ;-;-
202306080010;LUZ;-;-
202306080020;LUZ;-;-
202306080030;LUZ;-;-
202306080040;LUZ;-;-
202306080050;LUZ;-;-
202306080100;LUZ;-;-
202306080110;LUZ;-;-
202306080120;LUZ;-;-
202306080130;LUZ;-;-
202306080140;LUZ;-;-
202306080150;LUZ;-;-
202306080200;LUZ;-;-
202306080210;LUZ;-;-
202306080220;LUZ;-;-
202306080230;LUZ;-;-
202306080240;LUZ;-;-
202306080250;LUZ;-;-
202306080300;LUZ;-;-
202306080310;LUZ;-;-
202306080320;LUZ;-;-
202306080330;LUZ;-;-
202306080340;LUZ;-;-
202306080350;LUZ;-;-
202306080400;LUZ;-;-
202306080410;LUZ;-;-
202306080420;LUZ;-;-
202306080430;LUZ;-;-
202306080440;LUZ;-;-
202306080450;LUZ;-;-
202306080500;LUZ;-;-
202306080510;LUZ;-;-
202306080520;LUZ;-;-
202306080530;LUZ;-;-
202306080540;LUZ;-;-
202306080550;LUZ;-;-
202306080600;LUZ;-;-
202306080610;LUZ;-;-
202306080620;LUZ;-;-
202306080630;LUZ;-;-
202306080640;LUZ;-;-
202306080650;LUZ;-;-
202306080700;LUZ;-;-
202306080710;LUZ;-;-
202306080720;LUZ;-;-
202306080730;LUZ;-;-
202306080740;LUZ;-;-
202306080750;LUZ;-;-
202306080800;LUZ;-;-
202306080810;LUZ;-;-
202306080820;LUZ;-;-
202306080830;LUZ;-;-
202306080840;LUZ;-;-
202306080850;LUZ;-;-
202306080900;LUZ;-;-
202306080910;LUZ;-;-
202306080920;LUZ;-;-
202306080930;LUZ;-;-
202306080940;LUZ;-;-
202306080950;LUZ;-;-
202306081000;LUZ;-;-
202306081010;LUZ;-;-
202306081020;LUZ;-;-
202306081030;LUZ;-;-
202306081040;LUZ;-;-
202306081050;LUZ;-;-
202306081100;LUZ;-;-
202306081110;LUZ;-;-
202306081120;LUZ;-;-
202306081130;LUZ;-;-
202306081140;LUZ;-;-
202306081150;LUZ;-;-
202306081200;LUZ;-;-
202306081210;LUZ;-;-
202306081220;LUZ;-;-
202306081230;LUZ;-;-
202306081240;LUZ;-;-
202306081250;LUZ;-;-
202306081300;LUZ;-;-
202306081310;LUZ;-;-
202306081320;LUZ;-;-
202306081330;LUZ;-;-
202306081340;LUZ;-;-
202306081350;LUZ;-;-
202306081400;LUZ;-;-
202306081410;LUZ;-;-
202306081420;LUZ;-;-
202306081430;LUZ;-;-
202306081440;LUZ;-;-
202306081450;LUZ;-;-
202306081500;LUZ;-;-
202306081510;LUZ;-;-
202306081520;LUZ;-;-
202306081530;LUZ;-;-
202306081540;LUZ;-;-
202306081550;LUZ;-;-
202306081600;LUZ;-;-
202306081610;LUZ;-;-
202306081620;LUZ;-;-
202306081630;LUZ;-;-
202306081640;LUZ;-;-
202306081650;LUZ;-;-
202306081700;LUZ;-;-
202306081710;LUZ;-;-
202306081720;LUZ;-;-
202306081730;LUZ;-;-
202306081740;LUZ;-;-
202306081750;LUZ;-;-
202306081800;LUZ;-;-
202306081810;LUZ;-;-
202306081820;LUZ;-;-
202306081830;LUZ;-;-
202306081840;LUZ;-;-
202306081850;LUZ;-;-
202306081900;LUZ;-;-
202306081910;LUZ;-;-
202306081920;LUZ;-;-
202306081930;LUZ;-;-
202306081940;LUZ;-;-
202306081950;LUZ;-;-
202306082000;LUZ;-;-
202306082010;LUZ;-;-
202306082020;LUZ;-;-
202306082030;LUZ;-;-
202306082040;LUZ;-;-
202306082050;LUZ;-;-
202306082100;LUZ;-;-
202306082110;LUZ;-;-
202306082120;LUZ;-;-
202306082130;LUZ;-;-
202306082140;LUZ;-;-
202306082150;LUZ;-;-
202306082200;LUZ;-;-
202306082210;LUZ;-;-
202306082220;LUZ;-;-
202306082230;LUZ;-;-
202306082240;LUZ;-;-
202306082250;LUZ;-;-
202306082300;LUZ;-;-
202306082310;LUZ;-;-
202306082320;LUZ;-;-
202306082330;LUZ;-;-
202306082340;LUZ;-;-
202306082350;LUZ;-;-
202306090000;LUZ;-;-
202306090010;LUZ;-;-
202306090020;LUZ;-;-
202306090030;LUZ;-;-
202306090040;LUZ;-;-
202306090050;LUZ;-;-
202306090100;LUZ;-;-
202306090110;LUZ;-;-
202306090120;LUZ;-;-
202306090130;LUZ;-;-
202306090140;LUZ;-;-
202306090150;LUZ;-;-
202306090200;LUZ;-;-
202306090210;LUZ;-;-
202306090220;LUZ;-;-
202306090230;LUZ;-;-
202306090240;LUZ;-;-
202306090250;LUZ;-;-
202306090300;LUZ;-;-
202306090310;LUZ;-;-
202306090320;LUZ;-;-
202306090330;LUZ;-;-
202306090340;LUZ;-;-
202306090350;LUZ;-;-
202306090400;LUZ;-;-
202306090410;LUZ;-;-
202306090420;LUZ;-;-
202306090430;LUZ;-;-
202306090440;LUZ;-;-
202306090450;LUZ;-;-
202306090500;LUZ;-;-
202306090510;LUZ;-;-
202306090520;LUZ;-;-
202306090530;LUZ;-;-
202306090540;LUZ;-;-
202306090550;LUZ;-;-
202306090600;LUZ;-;-
202306090610;LUZ;-;-
202306090620;LUZ;-;-
202306090630;LUZ;-;-
202306090640;LUZ;-;-
202306090650;LUZ;-;-
202306090700;LUZ;-;-
202306090710;LUZ;-;-
202306090720;LUZ;-;-
202306090730;LUZ;-;-
202306090740;LUZ;-;-
202306090750;LUZ;-;-
202306090800;LUZ;-;-
202306090810;LUZ;-;-
202306090820;LUZ;-;-
202306090830;LUZ;-;-
202306090840;LUZ;-;-
202306090850;LUZ;-;-
202306090900;LUZ;-;-
202306090910;LUZ;-;-
202306090920;LUZ;-;-
202306090930;LUZ;-;-
202306090940;LUZ;-;-
202306090950;LUZ;-;-
202306091000;LUZ;-;-
202306091010;LUZ;-;-
202306091020;LUZ;-;-
202306091030;LUZ;-;-
202306091040;LUZ;-;-
202306091050;LUZ;-;-
202306091100;LUZ;-;-
202306091110;LUZ;-;-
202306091120;LUZ;-;-
202306091130;LUZ;-;-
202306091140;LUZ;-;-
202306091150;LUZ;-;-
202306091200;LUZ;-;-
202306091210;LUZ;-;-
202306091220;LUZ;-;-
202306091230;LUZ;-;-
202306091240;LUZ;-;-
202306091250;LUZ;-;-
202306091300;LUZ;-;-
202306091310;LUZ;-;-
202306091320;LUZ;-;-
202306091330;LUZ;-;-
202306091340;LUZ;-;-
202306091350;LUZ;-;-
202306091400;LUZ;-;-
202306091410;LUZ;-;-
202306091420;LUZ;-;-
202306091430;LUZ;-;-
202306091440;LUZ;-;-
202306091450;LUZ;-;-
202306091500;LUZ;-;-
202306091510;LUZ;-;-
202306091520;LUZ;-;-
202306091530;LUZ;-;-
202306091540;LUZ;-;-
202306091550;LUZ;-;-
202306091600;LUZ;-;-
202306091610;LUZ;-;-
202306091620;LUZ;-;-
202306091630;LUZ;-;-
202306091640;LUZ;-;-
202306091650;LUZ;-;-
202306091700;LUZ;-;-
202306091710;LUZ;-;-
202306091720;LUZ;-;-
202306091730;LUZ;-;-
202306091740;LUZ;-;-
202306091750;LUZ;-;-
202306091800;LUZ;-;-
202306091810;LUZ;-;-
202306091820;LUZ;-;-
202306091830;LUZ;-;-
202306091840;LUZ;-;-
202306091850;LUZ;-;-
202306091900;LUZ;-;-
202306091910;LUZ;-;-
202306091920;LUZ;-;-
202306091930;LUZ;-;-
202306091940;LUZ;-;-
202306091950;LUZ;-;-
202306092000;LUZ;-;-
202306092010;LUZ;-;-
202306092020;LUZ;-;-
202306092030;LUZ;-;-
202306092040;LUZ;-;-
202306092050;LUZ;-;-
202306092100;LUZ;-;-
202306092110;LUZ;-;-
202306092120;LUZ;-;-
202306092130;LUZ;-;-
202306092140;LUZ;-;-
202306092150;LUZ;-;-
202306092200;LUZ;-;-
202306092210;LUZ;-;-
202306092220;LUZ;-;-
202306092230;LUZ;-;-
202306092240;LUZ;-;-
202306092250;LUZ;-;-
202306092300;LUZ;-;-
202306092310;LUZ;-;-
202306092320;LUZ;-;-
202306092330;LUZ;-;-
202306092340;LUZ;-;-
202306092350;LUZ;-;-
202306100000;LUZ;-;-
202306100010;LUZ;-;-
202306100020;LUZ;-;-
202306100030;LUZ;-;-
202306100040;LUZ;-;-
202306100050;LUZ;-;-
202306100100;LUZ;-;-
202306100110;LUZ;-;-
202306100120;LUZ;-;-
202306100130;LUZ;-;-
202306100140;LUZ;-;-
202306100150;LUZ;-;-
202306100200;LUZ;-;-
202306100210;LUZ;-;-
202306100220;LUZ;-;-
202306100230;LUZ;-;-
202306100240;LUZ;-;-
202306100250;LUZ;-;-
202306100300;LUZ;-;-
202306100310;LUZ;-;-
202306100320;LUZ;-;-
202306100330;LUZ;-;-
202306100340;LUZ;-;-
202306100350;LUZ;-;-
202306100400;LUZ;-;-
202306100410;LUZ;-;-
202306100420;LUZ;-;-
202306100430;LUZ;-;-
202306100440;LUZ;-;-
202306100450;LUZ;-;-
202306100500;LUZ;-;-
202306100510;LUZ;-;-
202306100520;LUZ;-;-
202306100530;LUZ;-;-
202306100540;LUZ;-;-
202306100550;LUZ;-;-
202306100600;LUZ;-;-
202306100610;LUZ;-;-
202306100620;LUZ;-;-
202306100630;LUZ;-;-
202306100640;LUZ;-;-
202306100650;LUZ;-;-
202306100700;LUZ;-;-
202306100710;LUZ;-;-
202306100720;LUZ;-;-
202306100730;LUZ;-;-
202306100740;LUZ;-;-
202306100750;LUZ;-;-
202306100800;LUZ;-;-
202306100810;LUZ;-;-
202306100820;LUZ;-;-
202306100830;LUZ;-;-
202306100840;LUZ;-;-
202306100850;LUZ;-;-
202306100900;LUZ;-;-
202306100910;LUZ;-;-
202306100920;LUZ;-;-
202306100930;LUZ;-;-
202306100940;LUZ;-;-
202306100950;LUZ;-;-
202306101000;LUZ;-;-
202306101010;LUZ;-;-
202306101020;LUZ;-;-
202306101030;LUZ;-;-
202306101040;LUZ;-;-
202306101050;LUZ;-;-
202306101100;LUZ;-;-
202306101110;LUZ;-;-
202306101120;LUZ;-;-
202306101130;LUZ;-;-
202306101140;LUZ;-;-
202306101150;LUZ;-;-
202306101200;LUZ;-;-
202306101210;LUZ;-;-
202306101220;LUZ;-;-
202306101230;LUZ;-;-
202306101240;LUZ;-;-
202306101250;LUZ;-;-
202306101300;LUZ;-;-
202306101310;LUZ;-;-
202306101320;LUZ;-;-
202306101330;LUZ;-;-
202306101340;LUZ;-;-
202306101350;LUZ;-;-
202306101400;LUZ;-;-
202306101410;LUZ;-;-
202306101420;LUZ;-;-
202306101430;LUZ;-;-
202306101440;LUZ;-;-
202306101450;LUZ;-;-
202306101500;LUZ;-;-
202306101510;LUZ;-;-
202306101520;LUZ;-;-
202306101530;LUZ;-;-
202306101540;LUZ;-;-
202306101550;LUZ;-;-
202306101600;LUZ;-;-
202306101610;LUZ;-;-
202306101620;LUZ;-;-
202306101630;LUZ;-;-
202306101640;LUZ;-;-
202306101650;LUZ;-;-
202306101700;LUZ;-;-
202306101710;LUZ;-;-
202306101720;LUZ;-;-
202306101730;LUZ;-;-
202306101740;LUZ;-;-
202306101750;LUZ;-;-
202306101800;LUZ;-;-
202306101810;LUZ;-;-
202306101820;LUZ;-;-
202306101830;LUZ;-;-
202306101840;LUZ;-;-
202306101850;LUZ;-;-
202306101900;LUZ;-;-
202306101910;LUZ;-;-
202306101920;LUZ;-;-
202306101930;LUZ;-;-
202306101940;LUZ;-;-
202306101950;LUZ;-;-
202306102000;LUZ;-;-
202306102010;LUZ;-;-
202306102020;LUZ;-;-
202306102030;LUZ;-;-
202306102040;LUZ;-;-
202306102050;LUZ;-;-
202306102100;LUZ;-;-
202306102110;LUZ;-;-
202306102120;LUZ;-;-
202306102130;LUZ;-;-
202306102140;LUZ;-;-
202306102150;LUZ;-;-
202306102200;LUZ;-;-
202306102210;LUZ;-;-
202306102220;LUZ;-;-
202306102230;LUZ;-;-
202306102240;LUZ;-;-
202306102250;LUZ;-;-
202306102300;LUZ;-;-
202306102310;LUZ;-;-
202306102320;LUZ;-;-
202306102330;LUZ;-;-
202306102340;LUZ;-;-
202306102350;LUZ;-;-
202306110000;LUZ;-;-
202306110010;LUZ;-;-
202306110020;LUZ;-;-
202306110030;LUZ;-;-
202306110040;LUZ;-;-
202306110050;LUZ;-;-
202306110100;LUZ;-;-
202306110110;LUZ;-;-
202306110120;LUZ;-;-
202306110130;LUZ;-;-
202306110140;LUZ;-;-
202306110150;LUZ;-;-
202306110200;LUZ;-;-
202306110210;LUZ;-;-
202306110220;LUZ;-;-
202306110230;LUZ;-;-
202306110240;LUZ;-;-
202306110250;LUZ;-;-
202306110300;LUZ;-;-
202306110310;LUZ;-;-
202306110320;LUZ;-;-
202306110330;LUZ;-;-
202306110340;LUZ;-;-
202306110350;LUZ;-;-
202306110400;LUZ;-;-
202306110410;LUZ;-;-
202306110420;LUZ;-;-
202306110430;LUZ;-;-
202306110440;LUZ;-;-
202306110450;LUZ;-;-
202306110500;LUZ;-;-
202306110510;LUZ;-;-
202306110520;LUZ;-;-
202306110530;LUZ;-;-
202306110540;LUZ;-;-
202306110550;LUZ;-;-
202306110600;LUZ;-;-
202306110610;LUZ;-;-
202306110620;LUZ;-;-
202306110630;LUZ;-;-
202306110640;LUZ;-;-
202306110650;LUZ;-;-
202306110700;LUZ;-;-
202306110710;LUZ;-;-
202306110720;LUZ;-;-
202306110730;LUZ;-;-
202306110740;LUZ;-;-
202306110750;LUZ;-;-
202306110800;LUZ;-;-
202306110810;LUZ;-;-
202306110820;LUZ;-;-
202306110830;LUZ;-;-
202306110840;LUZ;-;-
202306110850;LUZ;-;-
202306110900;LUZ;-;-
202306110910;LUZ;-;-
202306110920;LUZ;-;-
202306110930;LUZ;-;-
202306110940;LUZ;-;-
202306110950;LUZ;-;-
202306111000;LUZ;-;-
202306111010;LUZ;-;-
202306111020;LUZ;-;-
202306111030;LUZ;-;-
202306111040;LUZ;-;-
202306111050;LUZ;-;-
202306111100;LUZ;-;-
202306111110;LUZ;-;-
202306111120;LUZ;-;-
202306111130;LUZ;-;-
202306111140;LUZ;-;-
202306111150;LUZ;-;-
202306111200;LUZ;-;-
202306111210;LUZ;-;-
202306111220;LUZ;-;-
202306111230;LUZ;-;-
202306111240;LUZ;-;-
202306111250;LUZ;-;-
202306111300;LUZ;-;-
202306111310;LUZ;-;-
202306111320;LUZ;-;-
202306111330;LUZ;-;-
202306111340;LUZ;-;-
202306111350;LUZ;-;-
202306111400;LUZ;-;-
202306111410;LUZ;-;-
202306111420;LUZ;-;-
202306111430;LUZ;-;-
202306111440;LUZ;-;-
202306111450;LUZ;-;-
202306111500;LUZ;-;-
202306111510;LUZ;-;-
202306111520;LUZ;-;-
202306111530;LUZ;-;-
202306111540;LUZ;-;-
202306111550;LUZ;-;-
202306111600;LUZ;-;-
202306111610;LUZ;-;-
202306111620;LUZ;-;-
202306111630;LUZ;-;-
202306111640;LUZ;-;-
202306111650;LUZ;-;-
202306111700;LUZ;-;-
202306111710;LUZ;-;-
202306111720;LUZ;-;-
202306111730;LUZ;-;-
202306111740;LUZ;-;-
202306111750;LUZ;-;-
202306111800;LUZ;-;-
202306111810;LUZ;-;-
202306111820;LUZ;-;-
202306111830;LUZ;-;-
202306111840;LUZ;-;-
202306111850;LUZ;-;-
202306111900;LUZ;-;-
202306111910;LUZ;-;-
202306111920;LUZ;-;-
202306111930;LUZ;-;-
202306111940;LUZ;-;-
202306111950;LUZ;-;-
202306112000;LUZ;-;-
202306112010;LUZ;-;-
202306112020;LUZ;-;-
202306112030;LUZ;-;-
202306112040;LUZ;-;-
202306112050;LUZ;-;-
202306112100;LUZ;-;-
202306112110;LUZ;-;-
202306112120;LUZ;-;-
202306112130;LUZ;-;-
202306112140;LUZ;-;-
202306112150;LUZ;-;-
202306112200;LUZ;-;-
202306112210;LUZ;-;-
202306112220;LUZ;-;-
202306112230;LUZ;-;-
202306112240;LUZ;-;-
202306112250;LUZ;-;-
202306112300;LUZ;-;-
202306112310;LUZ;-;-
202306112320;LUZ;-;-
202306112330;LUZ;-;-
202306112340;LUZ;-;-
202306112350;LUZ;-;-
202306120000;LUZ;-;-
202306120010;LUZ;-;-
202306120020;LUZ;-;-
202306120030;LUZ;-;-
202306120040;LUZ;-;-
202306120050;LUZ;-;-
202306120100;LUZ;-;-
202306120110;LUZ;-;-
202306120120;LUZ;-;-
202306120130;LUZ;-;-
202306120140;LUZ;-;-
202306120150;LUZ;-;-
202306120200;LUZ;-;-
202306120210;LUZ;-;-
202306120220;LUZ;-;-
202306120230;LUZ;-;-
202306120240;LUZ;-;-
202306120250;LUZ;-;-
202306120300;LUZ;-;-
202306120310;LUZ;-;-
202306120320;LUZ;-;-
202306120330;LUZ;-;-
202306120340;LUZ;-;-
202306120350;LUZ;-;-
202306120400;LUZ;-;-
202306120410;LUZ;-;-
202306120420;LUZ;-;-
202306120430;LUZ;-;-
202306120440;LUZ;-;-
202306120450;LUZ;-;-
202306120500;LUZ;-;-
202306120510;LUZ;-;-
202306120520;LUZ;-;-
202306120530;LUZ;-;-
202306120540;LUZ;-;-
202306120550;LUZ;-;-
202306120600;LUZ;-;-
202306120610;LUZ;-;-
202306120620;LUZ;-;-
202306120630;LUZ;-;-
202306120640;LUZ;-;-
202306120650;LUZ;-;-
202306120700;LUZ;-;-
202306120710;LUZ;-;-
202306120720;LUZ;-;-
202306120730;LUZ;-;-
202306120740;LUZ;-;-
202306120750;LUZ;-;-
202306120800;LUZ;-;-
202306120810;LUZ;-;-
202306120820;LUZ;-;-
202306120830;LUZ;-;-
202306120840;LUZ;-;-
202306120850;LUZ;-;-
202306120900;LUZ;-;-
202306120910;LUZ;-;-
202306120920;LUZ;-;-
202306120930;LUZ;-;-
202306120940;LUZ;-;-
202306120950;LUZ;-;-
202306121000;LUZ;-;-
202306121010;LUZ;-;-
202306121020;LUZ;-;-
202306121030;LUZ;-;-
202306121040;LUZ;-;-
202306121050;LUZ;-;-
202306121100;LUZ;-;-
202306121110;LUZ;-;-
202306121120;LUZ;-;-
202306121130;LUZ;-;-
202306121140;LUZ;-;-
202306121150;LUZ;-;-
202306121200;LUZ;-;-
202306121210;LUZ;-;-
202306121220;LUZ;-;-
202306121230;LUZ;-;-
202306121240;LUZ;-;-
202306121250;LUZ;-;-
202306121300;LUZ;-;-
202306121310;LUZ;-;-
202306121320;LUZ;-;-
202306121330;LUZ;-;-
202306121340;LUZ;-;-
202306121350;LUZ;-;-
202306121400;LUZ;-;-
202306121410;LUZ;-;-
202306121420;LUZ;-;-
202306121430;LUZ;-;-
202306121440;LUZ;-;-
202306121450;LUZ;-;-
202306121500;LUZ;-;-
202306121510;LUZ;-;-
202306121520;LUZ;-;-
202306121530;LUZ;-;-
202306121540;LUZ;-;-
202306121550;LUZ;-;-
202306121600;LUZ;-;-
202306121610;LUZ;-;-
202306121620;LUZ;-;-
202306121630;LUZ;-;-
202306121640;LUZ;-;-
202306121650;LUZ;-;-
202306121700;LUZ;-;-
202306121710;LUZ;-;-
202306121720;LUZ;-;-
202306121730;LUZ;-;-
202306121740;LUZ;-;-
202306121750;LUZ;-;-
202306121800;LUZ;-;-
202306121810;LUZ;-;-
202306121820;LUZ;-;-
202306121830;LUZ;-;-
202306121840;LUZ;-;-
202306121850;LUZ;-;-
202306121900;LUZ;-;-
202306121910;LUZ;-;-
202306121920;LUZ;-;-
202306121930;LUZ;-;-
202306121940;LUZ;-;-
202306121950;LUZ;-;-
202306122000;LUZ;-;-
202306122010;LUZ;-;-
202306122020;LUZ;-;-
202306122030;LUZ;-;-
202306122040;LUZ;-;-
202306122050;LUZ;-;-
202306122100;LUZ;-;-
202306122110;LUZ;-;-
202306122120;LUZ;-;-
202306122130;LUZ;-;-
202306122140;LUZ;-;-
202306122150;LUZ;-;-
202306122200;LUZ;-;-
202306122210;LUZ;-;-
202306122220;LUZ;-;-
202306122230;LUZ;-;-
202306122240;LUZ;-;-
202306122250;LUZ;-;-
202306122300;LUZ;-;-
202306122310;LUZ;-;-
202306122320;LUZ;-;-
202306122330;LUZ;-;-
202306122340;LUZ;-;-
202306122350;LUZ;-;-
202306130000;LUZ;-;-
202306130010;LUZ;-;-
202306130020;LUZ;-;-
202306130030;LUZ;-;-
202306130040;LUZ;-;-
202306130050;LUZ;-;-
202306130100;LUZ;-;-
202306130110;LUZ;-;-
202306130120;LUZ;-;-
202306130130;LUZ;-;-
202306130140;LUZ;-;-
202306130150;LUZ;-;-
202306130200;LUZ;-;-
202306130210;LUZ;-;-
202306130220;LUZ;-;-
202306130230;LUZ;-;-
202306130240;LUZ;-;-
202306130250;LUZ;-;-
202306130300;LUZ;-;-
202306130310;LUZ;-;-
202306130320;LUZ;-;-
202306130330;LUZ;-;-
202306130340;LUZ;-;-
202306130350;LUZ;-;-
202306130400;LUZ;-;-
202306130410;LUZ;-;-
202306130420;LUZ;-;-
202306130430;LUZ;-;-
202306130440;LUZ;-;-
202306130450;LUZ;-;-
202306130500;LUZ;-;-
202306130510;LUZ;-;-
202306130520;LUZ;-;-
202306130530;LUZ;-;-
202306130540;LUZ;-;-
202306130550;LUZ;-;-
202306130600;LUZ;-;-
202306130610;LUZ;-;-
202306130620;LUZ;-;-
202306130630;LUZ;-;-
202306130640;LUZ;-;-
202306130650;LUZ;-;-
202306130700;LUZ;-;-
202306130710;LUZ;-;-
202306130720;LUZ;-;-
202306130730;LUZ;-;-
202306130740;LUZ;-;-
202306130750;LUZ;-;-
202306130800;LUZ;-;-
202306130810;LUZ;-;-
202306130820;LUZ;-;-
202306130830;LUZ;-;-
202306130840;LUZ;-;-
202306130850;LUZ;-;-
202306130900;LUZ;-;-
202306130910;LUZ;-;-
202306130920;LUZ;-;-
202306130930;LUZ;-;-
202306130940;LUZ;-;-
202306130950;LUZ;-;-
202306131000;LUZ;-;-
202306131010;LUZ;-;-
202306131020;LUZ;-;-
202306131030;LUZ;-;-
202306131040;LUZ;-;-
202306131050;LUZ;-;-
202306131100;LUZ;-;-
202306131110;LUZ;-;-
202306131120;LUZ;-;-
202306131130;LUZ;-;-
202306131140;LUZ;-;-
202306131150;LUZ;-;-
202306131200;LUZ;-;-
202306131210;LUZ;-;-
202306131220;LUZ;-;-
202306131230;LUZ;-;-
202306131240;LUZ;-;-
202306131250;LUZ;-;-
202306131300;LUZ;-;-
202306131310;LUZ;-;-
202306131320;LUZ;-;-
202306131330;LUZ;-;-
202306131340;LUZ;-;-
202306131350;LUZ;-;-
202306131400;LUZ;-;-
202306131410;LUZ;-;-
202306131420;LUZ;-;-
202306131430;LUZ;-;-
202306131440;LUZ;-;-
202306131450;LUZ;-;-
202306131500;LUZ;-;-
202306131510;LUZ;-;-
202306131520;LUZ;-;-
202306131530;LUZ;-;-
202306131540;LUZ;-;-
202306131550;LUZ;-;-
202306131600;LUZ;-;-
202306131610;LUZ;-;-
202306131620;LUZ;-;-
202306131630;LUZ;-;-
202306131640;LUZ;-;-
202306131650;LUZ;-;-
202306131700;LUZ;-;-
202306131710;LUZ;-;-
202306131720;LUZ;-;-
202306131730;LUZ;-;-
202306131740;LUZ;-;-
202306131750;LUZ;-;-
202306131800;LUZ;-;-
202306131810;LUZ;-;-
202306131820;LUZ;-;-
202306131830;LUZ;-;-
202306131840;LUZ;-;-
202306131850;LUZ;-;-
202306131900;LUZ;-;-
202306131910;LUZ;-;-
202306131920;LUZ;-;-
202306131930;LUZ;-;-
202306131940;LUZ;-;-
202306131950;LUZ;-;-
202306132000;LUZ;-;-
202306132010;LUZ;-;-
202306132020;LUZ;-;-
202306132030;LUZ;-;-
202306132040;LUZ;-;-
202306132050;LUZ;-;-
202306132100;LUZ;-;-
202306132110;LUZ;-;-
202306132120;LUZ;-;-
202306132130;LUZ;-;-
202306132140;LUZ;-;-
202306132150;LUZ;-;-
202306132200;LUZ;-;-
202306132210;LUZ;-;-
202306132220;LUZ;-;-
202306132230;LUZ;-;-
202306132240;LUZ;-;-
202306132250;LUZ;-;-
202306132300;LUZ;-;-
202306132310;LUZ;-;-
202306132320;LUZ;-;-
202306132330;LUZ;-;-
202306132340;LUZ;-;-
202306132350;LUZ;-;-
202306140000;LUZ;-;-
202306140010;LUZ;-;-
202306140020;LUZ;-;-
202306140030;LUZ;-;-
202306140040;LUZ;-;-
202306140050;LUZ;-;-
202306140100;LUZ;-;-
202306140110;LUZ;-;-
202306140120;LUZ;-;-
202306140130;LUZ;-;-
202306140140;LUZ;-;-
202306140150;LUZ;-;-
202306140200;LUZ;-;-
202306140210;LUZ;-;-
202306140220;LUZ;-;-
202306140230;LUZ;-;-
202306140240;LUZ;-;-
202306140250;LUZ;-;-
202306140300;LUZ;-;-
202306140310;LUZ;-;-
202306140320;LUZ;-;-
202306140330;LUZ;-;-
202306140340;LUZ;-;-
202306140350;LUZ;-;-
202306140400;LUZ;-;-
202306140410;LUZ;-;-
202306140420;LUZ;-;-
202306140430;LUZ;-;-
202306140440;LUZ;-;-
202306140450;LUZ;-;-
202306140500;LUZ;-;-
202306140510;LUZ;-;-
202306140520;LUZ;-;-
202306140530;LUZ;-;-
202306140540;LUZ;-;-
202306140550;LUZ;-;-
202306140600;LUZ;-;-
202306140610;LUZ;-;-
202306140620;LUZ;-;-
202306140630;LUZ;-;-
202306140640;LUZ;-;-
202306140650;LUZ;-;-
202306140700;LUZ;-;-
202306140710;LUZ;-;-
202306140720;LUZ;-;-
202306140730;LUZ;-;-
202306140740;LUZ;-;-
202306140750;LUZ;-;-
202306140800;LUZ;-;-
202306140810;LUZ;-;-
202306140820;LUZ;-;-
202306140830;LUZ;-;-
202306140840;LUZ;-;-
202306140850;LUZ;-;-
202306140900;LUZ;-;-
202306140910;LUZ;-;-
202306140920;LUZ;-;-
202306140930;LUZ;-;-
202306140940;LUZ;-;-
202306140950;LUZ;-;-
202306141000;LUZ;-;-
202306141010;LUZ;-;-
202306141020;LUZ;-;-
202306141030;LUZ;-;-
202306141040;LUZ;-;-
202306141050;LUZ;-;-
202306141100;LUZ;-;-
202306141110;LUZ;-;-
202306141120;LUZ;-;-
202306141130;LUZ;-;-
202306141140;LUZ;-;-
